3,5,10,temperature
3.3244073772943474e-21,1.0711948229941275e-22,1.948996047349417e-29,32.18783
4.330634131520237e-21,1.3949001103367218e-22,2.6801748926237984e-29,34.059309999999996
5.6414241254488e-21,1.816426177619866e-22,3.6856603505277695e-29,35.93079
7.348962114244308e-21,2.3653335706929445e-22,5.068360373361355e-29,37.80227
9.57333519970036e-21,3.080115762248067e-22,6.969789516980543e-29,39.67375
1.247097827163685e-20,4.010898600686467e-22,9.584552465198029e-29,41.54523
1.6245675703124365e-20,5.222955507765468e-22,1.318026114480573e-28,43.416709999999995
2.1162893022701492e-20,6.801284936853901e-22,1.812492387892496e-28,45.28819
2.7568446476139697e-20,8.85657109724574e-22,2.4924609763615305e-28,47.15967
3.591282346381022e-20,1.1532945954893613e-21,3.427524308617149e-28,49.03115
4.678286425239996e-20,1.5018096838838966e-21,4.713382876433556e-28,50.90263
6.094303306071195e-20,1.9556428473944407e-21,6.481639848331379e-28,52.77411
7.938918101724547e-20,2.5466202459650053e-21,8.91327019782989e-28,54.64559
1.0341858201101061e-19,3.3161856142594415e-21,1.2257142864853182e-27,56.51707
1.3472116689105026e-19,4.318306604860214e-21,1.685549162932361e-27,58.388549999999995
1.7549837229980462e-19,5.6232594018243585e-21,2.3178941552591695e-27,60.26003
2.286179624972273e-19,7.322557009874441e-21,3.1874675821604264e-27,62.13151
2.978157124277909e-19,9.535366827549476e-21,4.383267270540129e-27,64.00299
3.8795813592270874e-19,1.2416867552320959e-20,6.027679174690091e-27,65.87447
5.053847360894912e-19,1.6169131466073108e-20,8.28900315460703e-27,67.74595
6.583538475479471e-19,2.105529524781707e-20,1.1398677883452186e-26,69.61743
8.576234255409578e-19,2.741801307651904e-20,1.5674967793743218e-26,71.48891
1.1172076274423999e-18,3.570348609298686e-20,2.155553633913843e-26,73.36039
1.455362395247282e-18,4.6492753345566126e-20,2.9642239332280203e-26,75.23187
1.8958693527261327e-18,6.054243857370157e-20,4.0762722801602694e-26,77.10335
2.4697083106887876e-18,7.88378102971596e-20,5.605512969429501e-26,78.97483
3.217236003691235e-18,1.0266187617937763e-19,7.708458486293054e-26,80.84630999999999
4.191024283576395e-18,1.3368535707605337e-19,1.0600338017048758e-25,82.71779000000001
5.459557373277763e-18,1.7408385041907157e-19,1.4577125410417176e-25,84.58927
7.112048199987014e-18,2.2669039930445705e-19,2.0045831075317794e-25,86.46074999999999
9.264712528988657e-18,2.9519416656459923e-19,2.7566158085806186e-25,88.33223000000001
1.2068942143130427e-17,3.8439914632968337e-19,3.790778585115912e-25,90.20371
1.57219518682822e-17,5.005610558589831e-19,5.212914413623897e-25,92.07518999999999
2.048064922485982e-17,6.5182603300519695e-19,7.168573968014187e-25,93.94667
2.66797021251525e-17,8.488019040438248e-19,9.857912226716757e-25,95.81815
3.475507527480413e-17,1.1053020834205974e-18,1.3556173641125221e-24,97.68963
4.52746905378123e-17,1.439314273205045e-18,1.864186245139115e-24,99.56110999999999
5.897836753588365e-17,1.874261894667462e-18,2.563548128376893e-24,101.43259
7.682985340987832e-17,2.440646712951756e-18,3.525280279071178e-24,103.30407
1.0008460087322822e-16,3.178187847915013e-18,4.8478126501477434e-24,105.17554999999999
1.3037806122724434e-16,4.138607174496973e-18,6.66650184680483e-24,107.04703
1.6984070177695173e-16,5.389256445629652e-18,9.1674844060026e-24,108.91851
2.2124783654981427e-16,7.017840498546691e-18,1.2606727226001247e-23,110.78998999999999
2.8821480755690623e-16,9.138567770880672e-18,1.7336224891393184e-23,112.66147000000001
3.754512432322069e-16,1.1900159446523894e-17,2.384002509906696e-23,114.53295
4.890922754438193e-16,1.54962788921843e-17,3.2783769262609335e-23,116.40442999999999
6.371300087848339e-16,2.0179112774367045e-17,4.508281860433412e-23,118.27591000000001
8.299755863569984e-16,2.6277056265810805e-17,6.199593820437737e-23,120.14739
1.0811913808022795e-15,3.4217742559707025e-17,8.525412724464182e-23,122.01886999999999
1.4084448038431035e-15,4.455803169268198e-17,1.1723778077661842e-22,123.89035000000001
1.8347508134967194e-15,5.802306171605719e-17,1.6122031490610662e-22,125.76183
2.3900905015528526e-15,7.555710077423279e-17,2.2170318958824565e-22,127.63331
3.1135195927375203e-15,9.838976621648462e-17,3.0487661745498917e-22,129.50478999999999
4.055915141314622e-15,1.2812225451927148e-16,4.1925311062698617e-22,131.37627
5.283553593790394e-15,1.6683962910312003e-16,5.765387068306556e-22,133.24775
6.882771854395132e-15,2.1725704050173104e-16,7.928310417944675e-22,135.11923
8.966039155035628e-15,2.8291013293009315e-16,1.0902668864824913e-21,136.99071
1.1679866749948553e-14,3.684029899776059e-16,1.4992877688918254e-21,138.86219
1.5215111705143023e-14,4.797310072240308e-16,2.061755558953906e-21,140.73367
1.982039942373483e-14,6.247013340097375e-16,2.8352368858576764e-21,142.60515
2.5819608881582715e-14,8.134803688669958e-16,3.898894883060991e-21,144.47663
3.3634650268429335e-14,1.0593067030679221e-15,5.3615912606754426e-21,146.34811
4.381513693208965e-14,1.3794195091978907e-15,7.373027924256912e-21,148.21959
5.707703838323197e-14,1.7962674802726536e-15,1.0139068446076184e-20,150.09107
7.435303273501633e-14,2.3390830992098016e-15,1.3942807488360145e-20,151.96255
9.685809974538571e-14,3.045932638149447e-15,1.9173544560960777e-20,153.83403
1.261749674652957e-13,3.966385648837447e-15,2.6366627477145454e-20,155.70551
1.6436542175324049e-13,5.164991148609829e-15,3.6258243347140946e-20,157.57699
2.1411530679054745e-13,6.725804278017403e-15,4.986076477774894e-20,159.44847
2.7892341414019625e-13,8.758280873021996e-15,6.856636270047158e-20,161.31995
3.633475444692049e-13,1.1404953323047564e-14,9.428949024204691e-20,163.19143
4.733250468726386e-13,1.4851426003196054e-14,1.296628203678075e-19,165.06291
