3,5,10,temperature
2.9654727738904895e-67,3.7384505888526276e-202,5.740662671291051e-140,32.18783
7.55928395912058e-67,5.5050940111143026e-201,3.1231236966232486e-139,34.059309999999996
1.926936388616783e-66,8.106583021740907e-200,1.6990898408278363e-138,35.93079
4.911951801063783e-66,1.193743252262322e-198,9.243650164499441e-138,37.80227
1.2521051882409252e-65,1.7578589505590705e-197,5.028872888911793e-137,39.67375
3.1917402000572463e-65,2.5885533461276923e-196,2.7358848596368224e-136,41.54523
8.13606205000486e-65,3.811800954574772e-195,1.4884182063329337e-135,43.416709999999995
2.0739628394674446e-64,5.613106849442049e-194,8.097521900966168e-135,45.28819
5.286736793617861e-64,8.265638441965767e-193,4.405338543807322e-134,47.15967
1.3476415967110479e-63,1.21716512237941e-191,2.3966601045237915e-133,49.03115
3.435271972265178e-63,1.7923490672121853e-190,1.303867931941516e-132,50.90263
8.756848669729309e-63,2.639342123487989e-189,7.093503082629394e-132,52.77411
2.232207500414423e-62,3.886590493029789e-188,3.8591167671672947e-131,54.64559
5.690118115356874e-62,5.723238956436209e-187,2.099496123304769e-130,56.51707
1.450467492860829e-61,8.427814613145551e-186,1.1422002073826204e-129,58.388549999999995
3.697385370908121e-61,1.241046541900356e-184,6.213973435164861e-129,60.26003
9.425001696550726e-61,1.8275158980842265e-183,3.380621506051044e-128,62.13151
2.40252632789989e-60,2.6911274033578906e-182,1.839177763860447e-127,64.00299
6.124277684071288e-60,3.962847441543617e-181,1.0005778053012263e-126,65.87447
1.5611390691564365e-59,5.835531913261632e-180,5.44349743746312e-126,67.74595
3.9794981856969892e-59,8.59317276605385e-179,2.961455290600629e-125,69.61743
1.0144135216936724e-58,1.2653965274258684e-177,1.6111365053408698e-124,71.48891
2.5858405883773504e-58,1.8633727206638487e-176,8.76515288642254e-124,73.36039
6.591563899242941e-58,2.7439287376402245e-175,4.768553432168994e-123,75.23187
1.6802549558968075e-57,4.0406005914726117e-174,2.594261860585863e-122,77.10335
4.283136384584182e-57,5.950028116928295e-173,1.4113702817897498e-121,78.97483
1.0918139074410363e-56,8.761775332843385e-172,7.678353918633945e-121,80.84630999999999
2.783141841506856e-56,1.2902242724671853e-170,4.177296324040416e-120,82.71779000000001
7.0945043447015e-56,1.899933072950915e-169,2.272597064911692e-119,84.58927
1.8084594592469028e-55,2.797766061856723e-168,1.236373246906619e-118,86.46074999999999
4.609942367830425e-55,4.119879299074585e-167,6.7263081048016545e-118,88.33223000000001
1.1751199909987184e-54,6.066770796296259e-166,3.659349701549207e-117,90.20371
2.9954973035698145e-54,8.933685970620537e-165,1.9908157684105775e-116,92.07518999999999
7.635819460502919e-54,1.3155391509168926e-163,1.0830742473380102e-115,93.94667
1.946446046334657e-53,1.937210758567543e-162,5.892307283577428e-115,95.81815
4.961683851862876e-53,2.8526597026733524e-161,3.20562373350005e-114,97.68963
1.264782380800919e-52,4.200713496590858e-160,1.7439727811577108e-113,99.56110999999999
3.224055620117477e-52,6.185804028396758e-159,9.487829247189255e-113,101.43259
8.218437257980015e-52,9.108969585470943e-158,5.161714953144634e-112,103.30407
2.0949610962633755e-51,1.341350720587644e-156,2.8081556448124787e-111,105.17554999999999
5.340263430977183e-51,1.9752198519693975e-155,1.5277360716490383e-110,107.04703
1.3612860669870167e-50,2.908630385574661e-154,8.3114250056911e-110,108.91851
3.4700530790742144e-50,4.283133703548069e-153,4.521709404336202e-109,110.78998999999999
8.845509157560085e-50,6.307172755071024e-152,2.4599699718463493e-108,112.66147000000001
